matchup,event_name,event_description,video_id
CripLi vs Range,Zoning (B),"FlipTop Metro Manila presents: Zoning (B), Isabuhay 2017 and Dos Por Dos 2017 Semis @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. October 13, 2017. Filipino Conference Battles.",MJfuZgAswwo
Sinio/Tipsy D vs PriceTagg/Kris Delano,Bwelta Balentong 4,"FlipTop Metro Manila presents: Bwelta Balentong 4, Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. August 25, 2017. Filipino Conference Battles.",C79_XopDOCA
Apekz vs Mhot,Bwelta Balentong 4,"FlipTop Metro Manila presents: Bwelta Balentong 4, Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. August 25, 2017. Filipino Conference Battles.",xzeMQviMwLE
Flict-G/Damsa vs Dilim/Sibil,Bwelta Balentong 4,"FlipTop Metro Manila presents: Bwelta Balentong 4, Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. August 25, 2017. Filipino Conference Battles.",p3KSruVZuw8
J-King/Romano vs Maxford/Snob,Bwelta Balentong 4,"FlipTop Metro Manila presents: Bwelta Balentong 4, Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. August 25, 2017. Filipino Conference Battles.",l-aRnKHIGeY
Asser vs Fukuda,Bwelta Balentong 4,"FlipTop Metro Manila presents: Bwelta Balentong 4, Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. August 25, 2017. Filipino Conference Battles.",cT0FYlsW2c4
Plazma vs LilJohn,Bwelta Balentong 4,"FlipTop Metro Manila presents: Bwelta Balentong 4, Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. August 25, 2017. Filipino Conference Battles.",gFno5uyGziY
Invictus vs Jonas,Bwelta Balentong 4,"FlipTop Metro Manila presents: Bwelta Balentong 4, Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. August 25, 2017. Filipino Conference Battles.",j3zUyCyzt2I
Batas vs Sur Henyo,Zoning (A),"FlipTop Metro Manila presents: Zoning (A), Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. June 16, 2017. Filipino Conference Battles.",to9lxyOjNfE
Apekz vs Sayadd,Zoning (A),"FlipTop Metro Manila presents: Zoning (A), Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. June 16, 2017. Filipino Conference Battles.",NUUgm_EqOig
Shernan/M Zhayt vs Crazymix/Bassilyo,Zoning (A),"FlipTop Metro Manila presents: Zoning (A), Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. June 16, 2017. Filipino Conference Battles.",EgBZ8l7Vujk
Mhot vs Spade,Zoning (A),"FlipTop Metro Manila presents: Zoning (A), Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. June 16, 2017. Filipino Conference Battles.",Dj6Y0PKFOtM
Jonas/Lhipkram vs Dilim/Sibil,Zoning (A),"FlipTop Metro Manila presents: Zoning (A), Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. June 16, 2017. Filipino Conference Battles.",vO8La8-5Ztg
Frooz vs Batang Rebelde,Zoning (A),"FlipTop Metro Manila presents: Zoning (A), Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. June 16, 2017. Filipino Conference Battles.",EH9fubutE-k
Zaito/Andy G vs Snob/Maxford,Pakusganay 3,"FlipTop Mindanao presents: Pakusganay 3, Isabuhay 2017 and Dos Por Dos 2017 @ CAP Auditorium, Davao City. May 13, 2017. Filipino Conference Battles.",1YTyeNSmIHQ
Asser vs Rudic,Pakusganay 3,"FlipTop Mindanao presents: Pakusganay 3, Isabuhay 2017 and Dos Por Dos 2017 @ CAP Auditorium, Davao City. May 13, 2017. Filipino Conference Battles.",PFGRn5uJi9Y
Fukuda vs Sixth Threat,Pakusganay 3,"FlipTop Mindanao presents: Pakusganay 3, Isabuhay 2017 and Dos Por Dos 2017 @ CAP Auditorium, Davao City. May 13, 2017. Filipino Conference Battles.",w8mrUR0InAs
LilJohn vs Nikki,Pakusganay 3,"FlipTop Mindanao presents: Pakusganay 3, Isabuhay 2017 and Dos Por Dos 2017 @ CAP Auditorium, Davao City. May 13, 2017. Filipino Conference Battles.",Yn-OfMIz478
BLKD vs Kregga,Pakusganay 3,"FlipTop Mindanao presents: Pakusganay 3, Isabuhay 2017 and Dos Por Dos 2017 @ CAP Auditorium, Davao City. May 13, 2017. Filipino Conference Battles.",b8mcEjax5fs
Tatz Maven vs Marshall Bonifacio,Pakusganay 3,"FlipTop Mindanao presents: Pakusganay 3, Isabuhay 2017 and Dos Por Dos 2017 @ CAP Auditorium, Davao City. May 13, 2017. Filipino Conference Battles.",4DN3rg8tPDY
Cedie vs Mardszen,Pakusganay 3,"FlipTop Mindanao presents: Pakusganay 3, Isabuhay 2017 and Dos Por Dos 2017 @ CAP Auditorium, Davao City. May 13, 2017. Filipino Conference Battles.",QPlUWTlok24
Thike/Hazky vs Romano/J-King,Kabanata,"FlipTop Central Luzon presents: Kabanata, Isabuhay 2017 and Dos Por Dos 2017 @ Nueva Ecija Colleges Gymnasium, Cabanatuan City, Nueva Ecija. April 8, 2017. Filipino Conference Battles.",Umj8bphgV5k
LilJohn vs Hearty,Kabanata,"FlipTop Central Luzon presents: Kabanata, Isabuhay 2017 and Dos Por Dos 2017 @ Nueva Ecija Colleges Gymnasium, Cabanatuan City, Nueva Ecija. April 8, 2017. Filipino Conference Battles.",riAVLe9oRxs
Poison13 vs Mocks Wun,Kabanata,"FlipTop Central Luzon presents: Kabanata, Isabuhay 2017 and Dos Por Dos 2017 @ Nueva Ecija Colleges Gymnasium, Cabanatuan City, Nueva Ecija. April 8, 2017. Filipino Conference Battles.",VU5hNrSiT8M
Frooz vs Righteous1,Kabanata,"FlipTop Central Luzon presents: Kabanata, Isabuhay 2017 and Dos Por Dos 2017 @ Nueva Ecija Colleges Gymnasium, Cabanatuan City, Nueva Ecija. April 8, 2017. Filipino Conference Battles.",J3-NFthpJLA
Wrathsol vs Rich Flo,Kabanata,"FlipTop Central Luzon presents: Kabanata, Isabuhay 2017 and Dos Por Dos 2017 @ Nueva Ecija Colleges Gymnasium, Cabanatuan City, Nueva Ecija. April 8, 2017. Filipino Conference Battles.",3TGFI8zob8s
Damsa/Flict-G vs Invictus/Lanzeta,Kabanata,"FlipTop Central Luzon presents: Kabanata, Isabuhay 2017 and Dos Por Dos 2017 @ Nueva Ecija Colleges Gymnasium, Cabanatuan City, Nueva Ecija. April 8, 2017. Filipino Conference Battles.",yAzTqsUCpfM
Sinio/Tipsy D vs Aelekz/Fangs,Gubat 6,"FlipTop Visayas presents: Gubat 6, Dos Por Dos 2017 @ CAP Center, Osmena Blvd, Cebu City, Cebu. May 6, 2017. Filipino Conference Battles.",iDXXqtXvkmc
Frooz vs Range,Gubat 6,"FlipTop Visayas presents: Gubat 6, Dos Por Dos 2017 @ CAP Center, Osmena Blvd, Cebu City, Cebu. May 6, 2017. Filipino Conference Battles.",mqDGY8D-YT8
Marshall Bonifacio vs Chaliz,Gubat 6,"FlipTop Visayas presents: Gubat 6, Dos Por Dos 2017 @ CAP Center, Osmena Blvd, Cebu City, Cebu. May 6, 2017. Filipino Conference Battles.",XVvIEXOt_D4
Chris Ace vs Munchito,Gubat 6,"FlipTop Visayas presents: Gubat 6, Dos Por Dos 2017 @ CAP Center, Osmena Blvd, Cebu City, Cebu. May 6, 2017. Filipino Conference Battles.",EG2K9X2j_gQ
J-Blaque vs Vampi,Gubat 6,"FlipTop Visayas presents: Gubat 6, Dos Por Dos 2017 @ CAP Center, Osmena Blvd, Cebu City, Cebu. May 6, 2017. Filipino Conference Battles.",VGRJQgBnpcQ
Jecoy vs Raizen,Gubat 6,"FlipTop Visayas presents: Gubat 6, Dos Por Dos 2017 @ CAP Center, Osmena Blvd, Cebu City, Cebu. May 6, 2017. Filipino Conference Battles.",8nD6vrvx1uo
Makii vs Martin,Gubat 6,"FlipTop Visayas presents: Gubat 6, Dos Por Dos 2017 @ CAP Center, Osmena Blvd, Cebu City, Cebu. May 6, 2017. Filipino Conference Battles.",UKa_IX39ZeY
Jamal vs Zeus,Gubat 6,"FlipTop Visayas presents: Gubat 6, Dos Por Dos 2017 @ CAP Center, Osmena Blvd, Cebu City, Cebu. May 6, 2017. Filipino Conference Battles.",AJlCGpeDI4M
Plazma vs Mhot,Unibersikulo 5,"FlipTop Metro Manila presents: Unibersikulo 5, Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. March 25, 2017. Filipino Conference Battles.",mqYIEWNUtkI
Apekz vs Badang,Unibersikulo 5,"FlipTop Metro Manila presents: Unibersikulo 5, Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. March 25, 2017. Filipino Conference Battles.",USmtYdK4u7M
Crazymix/Bassilyo vs Cripli/Towpher,Unibersikulo 5,"FlipTop Metro Manila presents: Unibersikulo 5, Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. March 25, 2017. Filipino Conference Battles.",O_73feAy-yo
Shernan/M Zhayt vs Mikidee/Wise Wunn,Unibersikulo 5,"FlipTop Metro Manila presents: Unibersikulo 5, Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. March 25, 2017. Filipino Conference Battles.",FgMbIGCzVTM
PriceTagg/Kris Delano vs Pistolero/Prince Rhyme,Unibersikulo 5,"FlipTop Metro Manila presents: Unibersikulo 5, Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. March 25, 2017. Filipino Conference Battles.",q-_Q5wzcaEA
Khen Magat vs Abaddon,Unibersikulo 5,"FlipTop Metro Manila presents: Unibersikulo 5, Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. March 25, 2017. Filipino Conference Battles.",go5_4Vp1wB4
Spade vs Dhuski,Unibersikulo 5,"FlipTop Metro Manila presents: Unibersikulo 5, Isabuhay 2017 and Dos Por Dos 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. March 25, 2017. Filipino Conference Battles.",JpeWP3lRlVI
Batas vs Hearty,Second Sight 5,"FlipTop Metro Manila presents: Second Sight 5, Isabuhay 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. February 24, 2017. Filipino Conference Battles.",87f6nD_l-JU
Shernan vs Elbiz,Second Sight 5,"FlipTop Metro Manila presents: Second Sight 5, Isabuhay 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. February 24, 2017. Filipino Conference Battles.",4XjH4uGirQw
Frooz vs EJ Power,Second Sight 5,"FlipTop Metro Manila presents: Second Sight 5, Isabuhay 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. February 24, 2017. Filipino Conference Battles.",g5OFqEv70nk
Sayadd vs Omar Baliw,Second Sight 5,"FlipTop Metro Manila presents: Second Sight 5, Isabuhay 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. February 24, 2017. Filipino Conference Battles.",CNck6JN57xY
Batang Rebelde vs Sur Henyo,Second Sight 5,"FlipTop Metro Manila presents: Second Sight 5, Isabuhay 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. February 24, 2017. Filipino Conference Battles.",cf7SSpWq9Hw
Poison13 vs KJap,Second Sight 5,"FlipTop Metro Manila presents: Second Sight 5, Isabuhay 2017 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila Philippines. February 24, 2017. Filipino Conference Battles.",_NahblOJVJ4
Shehyee vs Pistolero,Ahon 9 (Day 2),"FlipTop Metro Manila Presents: Ahon 9, Day 2, Isabuhay 2018 Finals @ TIU Theater, Makati Cinema Square, Makati City, Metro Manila, Philippines. December 15, 2018. Filipino Conference Battles.",mnHMQjFccX8
Mhot/Sur Henyo vs Lhipkram/Jonas,Ahon 9 (Day 2),"FlipTop Metro Manila Presents: Ahon 9, Day 2, Isabuhay 2018 Finals @ TIU Theater, Makati Cinema Square, Makati City, Metro Manila, Philippines. December 15, 2018. Filipino Conference Battles.",egxereYpWAU
BLKD vs LilJohn,Ahon 9 (Day 2),"FlipTop Metro Manila Presents: Ahon 9, Day 2, Isabuhay 2018 Finals @ TIU Theater, Makati Cinema Square, Makati City, Metro Manila, Philippines. December 15, 2018. Filipino Conference Battles.",W6WQ5FaLHUI
Fukuda vs Goriong Talas,Ahon 9 (Day 2),"FlipTop Metro Manila Presents: Ahon 9, Day 2, Isabuhay 2018 Finals @ TIU Theater, Makati Cinema Square, Makati City, Metro Manila, Philippines. December 15, 2018. Filipino Conference Battles.",R6SiU2cp-7U
Asser vs Towpher,Ahon 9 (Day 2),"FlipTop Metro Manila Presents: Ahon 9, Day 2, Isabuhay 2018 Finals @ TIU Theater, Makati Cinema Square, Makati City, Metro Manila, Philippines. December 15, 2018. Filipino Conference Battles.",if-BPCBkcdc
Marshall Bonifacio vs Martin,Ahon 9 (Day 2),"FlipTop Metro Manila Presents: Ahon 9, Day 2, Isabuhay 2018 Finals @ TIU Theater, Makati Cinema Square, Makati City, Metro Manila, Philippines. December 15, 2018. Filipino Conference Battles.",oCCKRaRUtCY
CripLi vs Ejo,Ahon 9 (Day 2),"FlipTop Metro Manila Presents: Ahon 9, Day 2, Isabuhay 2018 Finals @ TIU Theater, Makati Cinema Square, Makati City, Metro Manila, Philippines. December 15, 2018. Filipino Conference Battles.",UayzAGJfsMw
Tipsy D vs Sak Maestro,Ahon 9 (Day 1),"FlipTop Metro Manila Presents: Ahon 9, Day 1 @ TIU Theater, Makati Cinema Square, Makati City, Metro Manila, Philippines. December 14, 2018. Filipino Conference Battles.",80b0N-IJJU8
Shernan vs Lanzeta,Ahon 9 (Day 1),"FlipTop Metro Manila Presents: Ahon 9, Day 1 @ TIU Theater, Makati Cinema Square, Makati City, Metro Manila, Philippines. December 14, 2018. Filipino Conference Battles.",8UMk5DbRX-Y
Tweng vs Poison13,Ahon 9 (Day 1),"FlipTop Metro Manila Presents: Ahon 9, Day 1 @ TIU Theater, Makati Cinema Square, Makati City, Metro Manila, Philippines. December 14, 2018. Filipino Conference Battles.",pCRpC1-XSL4
Zaito vs Hazky,Ahon 9 (Day 1),"FlipTop Metro Manila Presents: Ahon 9, Day 1 @ TIU Theater, Makati Cinema Square, Makati City, Metro Manila, Philippines. December 14, 2018. Filipino Conference Battles.",vnGIj6jY5wY
Kregga vs Invictus,Ahon 9 (Day 1),"FlipTop Metro Manila Presents: Ahon 9, Day 1 @ TIU Theater, Makati Cinema Square, Makati City, Metro Manila, Philippines. December 14, 2018. Filipino Conference Battles.",9Fcq6pEO2XE
Damsa vs Range,Ahon 9 (Day 1),"FlipTop Metro Manila Presents: Ahon 9, Day 1 @ TIU Theater, Makati Cinema Square, Makati City, Metro Manila, Philippines. December 14, 2018. Filipino Conference Battles.",15FnwiXTplY
Sayadd vs Flict-G,Ahon 9 (Day 1),"FlipTop Metro Manila Presents: Ahon 9, Day 1 @ TIU Theater, Makati Cinema Square, Makati City, Metro Manila, Philippines. December 14, 2018. Filipino Conference Battles.",mt5b1OVxQq8
J-King vs Tatz Maven,Ahon 9 (Day 1),"FlipTop Metro Manila Presents: Ahon 9, Day 1 @ TIU Theater, Makati Cinema Square, Makati City, Metro Manila, Philippines. December 14, 2018. Filipino Conference Battles.",VseajutIVVk
Shehyee vs Fukuda,Unibersikulo 6,"FlipTop Metro Manila Presents: Unibersikulo 6, Isabuhay 2018 Semis @ Quantum Makati, Bagtikan corner Kamagong, Makati City, Metro Manila, Philippines. October 20, 2018. Filipino Conference Battles.",v4KV_nhJjLY
M Zhayt vs Poison13,Unibersikulo 6,"FlipTop Metro Manila Presents: Unibersikulo 6, Isabuhay 2018 Semis @ Quantum Makati, Bagtikan corner Kamagong, Makati City, Metro Manila, Philippines. October 20, 2018. Filipino Conference Battles.",FJYcuxb7Exc
Abra vs Pistolero,Unibersikulo 6,"FlipTop Metro Manila Presents: Unibersikulo 6, Isabuhay 2018 Semis @ Quantum Makati, Bagtikan corner Kamagong, Makati City, Metro Manila, Philippines. October 20, 2018. Filipino Conference Battles.",UIu1GS1usiQ
Zaito vs Flict-G,Unibersikulo 6,"FlipTop Metro Manila Presents: Unibersikulo 6, Isabuhay 2018 Semis @ Quantum Makati, Bagtikan corner Kamagong, Makati City, Metro Manila, Philippines. October 20, 2018. Filipino Conference Battles.",SFqHAVbhvPY
Towpher vs Emar Industriya,Unibersikulo 6,"FlipTop Metro Manila Presents: Unibersikulo 6, Isabuhay 2018 Semis @ Quantum Makati, Bagtikan corner Kamagong, Makati City, Metro Manila, Philippines. October 20, 2018. Filipino Conference Battles.",UslUIIgeK9I
BLKD vs Damsa,Unibersikulo 6,"FlipTop Metro Manila Presents: Unibersikulo 6, Isabuhay 2018 Semis @ Quantum Makati, Bagtikan corner Kamagong, Makati City, Metro Manila, Philippines. October 20, 2018. Filipino Conference Battles.",uIOWVMwgMds
Romano vs CripLi,Unibersikulo 6,"FlipTop Metro Manila Presents: Unibersikulo 6, Isabuhay 2018 Semis @ Quantum Makati, Bagtikan corner Kamagong, Makati City, Metro Manila, Philippines. October 20, 2018. Filipino Conference Battles.",Xz0skivZuI4
Cnine vs Jdee,Process of Illumination 6 (Central Luzon),"FlipTop Central Luzon Presents: Process of Illumination 6 @ Chef Bok's Kitchen and KTV Bar, Jasa, Sta. Barbara, Bacolor, Pampanga, Philippines. September 22, 2018. Filipino Conference Battles.",-_VXG3lDocs
Batas vs Fukuda,Bwelta Balentong 5,"FlipTop Metro Manila Presents: Bwelta Balentong 5, Isabuhay 2018 @ B-Side, The Collective, Malugay Street., Makati City, Metro Manila, Philippines. September 8, 2018. Filipino Conference Battles.",Eyb4PNJ7uaw
Plazma vs Pistolero,Bwelta Balentong 5,"FlipTop Metro Manila Presents: Bwelta Balentong 5, Isabuhay 2018 @ B-Side, The Collective, Malugay Street., Makati City, Metro Manila, Philippines. September 8, 2018. Filipino Conference Battles.",Ufqj2SR9IMA
Abra vs Invictus,Bwelta Balentong 5,"FlipTop Metro Manila Presents: Bwelta Balentong 5, Isabuhay 2018 @ B-Side, The Collective, Malugay Street., Makati City, Metro Manila, Philippines. September 8, 2018. Filipino Conference Battles.",ZXavy6Bo8t4
Shehyee vs J-King,Bwelta Balentong 5,"FlipTop Metro Manila Presents: Bwelta Balentong 5, Isabuhay 2018 @ B-Side, The Collective, Malugay Street., Makati City, Metro Manila, Philippines. September 8, 2018. Filipino Conference Battles.",YN3kLkiLzXA
Tipsy D vs Apoc,Bwelta Balentong 5,"FlipTop Metro Manila Presents: Bwelta Balentong 5, Isabuhay 2018 @ B-Side, The Collective, Malugay Street., Makati City, Metro Manila, Philippines. September 8, 2018. Filipino Conference Battles.",O6tnJAa-U58
Lhipkram vs Jonas,Bwelta Balentong 5,"FlipTop Metro Manila Presents: Bwelta Balentong 5, Isabuhay 2018 @ B-Side, The Collective, Malugay Street., Makati City, Metro Manila, Philippines. September 8, 2018. Filipino Conference Battles.",ZmJhgW1ZxVc
Shernan vs Hearty,Bwelta Balentong 5,"FlipTop Metro Manila Presents: Bwelta Balentong 5, Isabuhay 2018 @ B-Side, The Collective, Malugay Street., Makati City, Metro Manila, Philippines. September 8, 2018. Filipino Conference Battles.",t1lTYxSr3tM
Yuniko vs OG Ulo,Process of Illumination 6 (Metro Manila),"FlipTop Metro Manila Presents: Process of Illumination 6 @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila, Philippines. August 17, 2018. Filipino Conference Battles.",ifkhIz85k5I
Sak Maestro vs M Zhayt,Pakusganay 4,"FlipTop Mindanao Presents: Pakusganay 4, Isabuhay 2018 @ CAP Auditorium, Metro Davao, Davao del Sur, Philippines. July 21, 2018. Filipino and Bisaya Conference Battles.",kLopYRzlm4M
Fukuda vs Maxford,Pakusganay 4,"FlipTop Mindanao Presents: Pakusganay 4, Isabuhay 2018 @ CAP Auditorium, Metro Davao, Davao del Sur, Philippines. July 21, 2018. Filipino and Bisaya Conference Battles.",cBei6d3dxJI
Pistolero vs Aelekz,Pakusganay 4,"FlipTop Mindanao Presents: Pakusganay 4, Isabuhay 2018 @ CAP Auditorium, Metro Davao, Davao del Sur, Philippines. July 21, 2018. Filipino and Bisaya Conference Battles.",gB6fFketHYs
Sayadd vs Nikki,Pakusganay 4,"FlipTop Mindanao Presents: Pakusganay 4, Isabuhay 2018 @ CAP Auditorium, Metro Davao, Davao del Sur, Philippines. July 21, 2018. Filipino and Bisaya Conference Battles.",vpsL3C9hokA
Sixth Threat vs Tatz Maven,Pakusganay 4,"FlipTop Mindanao Presents: Pakusganay 4, Isabuhay 2018 @ CAP Auditorium, Metro Davao, Davao del Sur, Philippines. July 21, 2018. Filipino and Bisaya Conference Battles.",polVYt9qcZ4
Rudic vs Dosage,Pakusganay 4,"FlipTop Mindanao Presents: Pakusganay 4, Isabuhay 2018 @ CAP Auditorium, Metro Davao, Davao del Sur, Philippines. July 21, 2018. Filipino and Bisaya Conference Battles.",L67aVFER9eg
Stiff vs Snob,Pakusganay 4,"FlipTop Mindanao Presents: Pakusganay 4, Isabuhay 2018 @ CAP Auditorium, Metro Davao, Davao del Sur, Philippines. July 21, 2018. Filipino and Bisaya Conference Battles.",Zdrsm1QEhn4
Zend Luke vs N-Flowinz,Process of Illumination 6 (Mindanao),"FlipTop Mindanao Presents: Process of Illumination 6 @ Zero82 Lokal, Metro Davao, Davao del Sur, Philippines. July 20, 2018. Filipino Conference Battles.",RiyzqYvpVYI
Zaito vs Range,Gubat 7,"FlipTop Visayas x Rapollo Presents: Gubat 7, Isabuhay 2018 @ CAP Center, Metro Cebu, Cebu, Philippines. July 14, 2018. Filipino and Bisaya Conference Battles.",1e3vj4Usj34
Invictus vs Marshall Bonifacio,Gubat 7,"FlipTop Visayas x Rapollo Presents: Gubat 7, Isabuhay 2018 @ CAP Center, Metro Cebu, Cebu, Philippines. July 14, 2018. Filipino and Bisaya Conference Battles.",tiPgGVS-_M8
LilJohn vs Tweng,Gubat 7,"FlipTop Visayas x Rapollo Presents: Gubat 7, Isabuhay 2018 @ CAP Center, Metro Cebu, Cebu, Philippines. July 14, 2018. Filipino and Bisaya Conference Battles.",RgsYs5tyA1k
Asser vs Martin,Gubat 7,"FlipTop Visayas x Rapollo Presents: Gubat 7, Isabuhay 2018 @ CAP Center, Metro Cebu, Cebu, Philippines. July 14, 2018. Filipino and Bisaya Conference Battles.",kHS6kUJRkp0
Ejo vs Chris Ace,Gubat 7,"FlipTop Visayas x Rapollo Presents: Gubat 7, Isabuhay 2018 @ CAP Center, Metro Cebu, Cebu, Philippines. July 14, 2018. Filipino and Bisaya Conference Battles.",gWIq4coT0_I
J-Blaque vs Makii,Gubat 7,"FlipTop Visayas x Rapollo Presents: Gubat 7, Isabuhay 2018 @ CAP Center, Metro Cebu, Cebu, Philippines. July 14, 2018. Filipino and Bisaya Conference Battles.",4upCrIZXSP8
GI vs Munchito,Gubat 7,"FlipTop Visayas x Rapollo Presents: Gubat 7, Isabuhay 2018 @ CAP Center, Metro Cebu, Cebu, Philippines. July 14, 2018. Filipino and Bisaya Conference Battles.",SuZ4Igvvah4
GL vs Tweng,Process of Illumination 6 (Visayas),"FlipTop Visayas Division x Rapollo presents: Process of Illumination 6 @ Kukuk's Nest, Gorordo Ave., Cebu City, Cebu, Philippines. July 13, 2018. Bisaya Conference Battles.",FJRZkuVi7DY
Lil Weng vs Mastafeat,Process of Illumination 6 (Calabarzon),"FlipTop Calabarzon presents: Process of Illumination 6 @ JuanTop Resto, F1 Commercial Center, Molino Road, Bacoor, Cavite, Philippines. July 6, 2018. Filipino Conference Battles.",FnsMpN3Ng8c
BLKD vs Lanzeta,Zoning 2018,"FlipTop Metro Manila presents: Zoning 2018 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. June 29, 2018. Filipino Conference Battles.",e9dbvtAJjlA
Romano vs Poison13,Zoning 2018,"FlipTop Metro Manila presents: Zoning 2018 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. June 29, 2018. Filipino Conference Battles.",C9kAWUDTg8M
J-Skeelz vs Thike,Zoning 2018,"FlipTop Metro Manila presents: Zoning 2018 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. June 29, 2018. Filipino Conference Battles.",rbB0NbE2v-4
Jonas vs Hazky,Zoning 2018,"FlipTop Metro Manila presents: Zoning 2018 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. June 29, 2018. Filipino Conference Battles.",AgvrFCCRHdY
Kregga vs Sur Henyo,Zoning 2018,"FlipTop Metro Manila presents: Zoning 2018 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. June 29, 2018. Filipino Conference Battles.",Qu-IY_vfnSU
Frooz vs Lhipkram,Zoning 2018,"FlipTop Metro Manila presents: Zoning 2018 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. June 29, 2018. Filipino Conference Battles.",nrIJyYiA4rU
Damsa vs Khen Magat,Zoning 2018,"FlipTop Metro Manila presents: Zoning 2018 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. June 29, 2018. Filipino Conference Battles.",fjdkWiPq70k
Abra vs Poison13,Second Sight 6,"FlipTop Metro Manila presents: Second Sight 6, Isabuhay 2018 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. March 16, 2018. Filipino Conference Battles.",8ojejswb3Lw
Shehyee vs Lhipkram,Second Sight 6,"FlipTop Metro Manila presents: Second Sight 6, Isabuhay 2018 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. March 16, 2018. Filipino Conference Battles.",KELX-x_1ZGg
Batas vs Jonas,Second Sight 6,"FlipTop Metro Manila presents: Second Sight 6, Isabuhay 2018 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. March 16, 2018. Filipino Conference Battles.",X_IkGInw_lE
Plazma vs Batang Rebelde,Second Sight 6,"FlipTop Metro Manila presents: Second Sight 6, Isabuhay 2018 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. March 16, 2018. Filipino Conference Battles.",jK4AdX5zwTc
Sayadd vs J-King,Second Sight 6,"FlipTop Metro Manila presents: Second Sight 6, Isabuhay 2018 @ B-Side, The Collective, Malugay St., Makati City, Metro Manila, Philippines. March 16, 2018. Filipino Conference Battles.",TjJnuG8hhas
Sixth Threat vs Apekz,Ahon 10 (Day 2),"FlipTop Metro Manila presents: Ahon 10 (Day 2), Isabuhay 2019 Finals @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 14, 2019. Filipino Conference Battles.",tK1X1rfEuRg
Shernan vs M Zhayt vs Pistolero vs Lhipkram vs Romano,Ahon 10 (Day 2),"FlipTop Metro Manila presents: Ahon 10 (Day 2), Isabuhay 2019 Finals @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 14, 2019. Filipino Conference Battles.",bBxaQScK6Q0
