matchup,event_name,event_description,video_id
Jonas vs Range,Ahon 10 (Day 2),"FlipTop Metro Manila presents: Ahon 10 (Day 2), Isabuhay 2019 Finals @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 14, 2019. Filipino Conference Battles.",3kRMC1okjsQ
Damsa vs Numerhus,Ahon 10 (Day 2),"FlipTop Metro Manila presents: Ahon 10 (Day 2), Isabuhay 2019 Finals @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 14, 2019. Filipino Conference Battles.",NlPRot88n_0
Towpher vs Marshall Bonifacio,Ahon 10 (Day 2),"FlipTop Metro Manila presents: Ahon 10 (Day 2), Isabuhay 2019 Finals @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 14, 2019. Filipino Conference Battles.",1HBQBkEhofE
Lanzeta vs Apoc,Ahon 10 (Day 2),"FlipTop Metro Manila presents: Ahon 10 (Day 2), Isabuhay 2019 Finals @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 14, 2019. Filipino Conference Battles.",y5jcCqyNoMg
BLKD vs Fukuda,Ahon 10 (Day 2),"FlipTop Metro Manila presents: Ahon 10 (Day 2), Isabuhay 2019 Finals @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 14, 2019. Filipino Conference Battles.",g7N-Cj7qbsU
J-King vs CripLi,Ahon 10 (Day 2),"FlipTop Metro Manila presents: Ahon 10 (Day 2), Isabuhay 2019 Finals @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 14, 2019. Filipino Conference Battles.",FmLQg78fcVg
Sur Henyo vs Plazma,Ahon 10 (Day 2),"FlipTop Metro Manila presents: Ahon 10 (Day 2), Isabuhay 2019 Finals @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 14, 2019. Filipino Conference Battles.",NPnScYnJv2Q
J-Blaque vs Duma,Ahon 10 (Day 2),"FlipTop Metro Manila presents: Ahon 10 (Day 2), Isabuhay 2019 Finals @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 14, 2019. Filipino Conference Battles.",P3dNb2njEMc
Batas vs Tipsy D,Ahon 10 (Day 1),"FlipTop Metro Manila presents: Ahon 10 (Day 1) @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 13, 2019. Filipino Conference Battles.",K-WSwDDXVi0
Mhot vs Kregga,Ahon 10 (Day 1),"FlipTop Metro Manila presents: Ahon 10 (Day 1) @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 13, 2019. Filipino Conference Battles.",jPwjKPoRb-s
Sak Maestro vs Invictus,Ahon 10 (Day 1),"FlipTop Metro Manila presents: Ahon 10 (Day 1) @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 13, 2019. Filipino Conference Battles.",49QL1Cbcr4U
G-Clown vs Poison13,Ahon 10 (Day 1),"FlipTop Metro Manila presents: Ahon 10 (Day 1) @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 13, 2019. Filipino Conference Battles.",SjtaroUyNtQ
Hazky vs NIkki,Ahon 10 (Day 1),"FlipTop Metro Manila presents: Ahon 10 (Day 1) @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 13, 2019. Filipino Conference Battles.",NJtWAraeB6U
Zaito vs Tweng,Ahon 10 (Day 1),"FlipTop Metro Manila presents: Ahon 10 (Day 1) @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 13, 2019. Filipino Conference Battles.",lCYDCTcEpIY
Zend Luke vs GL,Ahon 10 (Day 1),"FlipTop Metro Manila presents: Ahon 10 (Day 1) @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 13, 2019. Filipino Conference Battles.",IPw-r5LW30U
Sayadd vs Ilaya,Ahon 10 (Day 1),"FlipTop Metro Manila presents: Ahon 10 (Day 1) @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 13, 2019. Filipino Conference Battles.",7RFE3Zwb5zQ
Yuniko vs Pen Pluma,Ahon 10 (Day 1),"FlipTop Metro Manila presents: Ahon 10 (Day 1) @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 13, 2019. Filipino Conference Battles.",GSUj5hlTmY8
LilWeng vs YoungOne,Ahon 10 (Day 1),"FlipTop Metro Manila presents: Ahon 10 (Day 1) @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. December 13, 2019. Filipino Conference Battles.",MLBMHkQFwL8
LilJohn vs CripLi,Bwelta Balentong 6,"FlipTop Metro Manila presents: Bwelta Balentong 6, Isabuhay 2019 Semis @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. October 12, 2019. Filipino Conference Battles.",jtSy0niBR8o
Sixth Threat vs Poison13,Bwelta Balentong 6,"FlipTop Metro Manila presents: Bwelta Balentong 6, Isabuhay 2019 Semis @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. October 12, 2019. Filipino Conference Battles.",gkNYlG4e8hY
Apekz vs G-Clown,Bwelta Balentong 6,"FlipTop Metro Manila presents: Bwelta Balentong 6, Isabuhay 2019 Semis @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. October 12, 2019. Filipino Conference Battles.",Nxd9sphibZI
Shernan vs Hazky,Bwelta Balentong 6,"FlipTop Metro Manila presents: Bwelta Balentong 6, Isabuhay 2019 Semis @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. October 12, 2019. Filipino Conference Battles.",4DLJ60CgDp8
Zaito vs Thike,Bwelta Balentong 6,"FlipTop Metro Manila presents: Bwelta Balentong 6, Isabuhay 2019 Semis @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. October 12, 2019. Filipino Conference Battles.",WDmcqtoywb0
BLKD vs Frooz,Bwelta Balentong 6,"FlipTop Metro Manila presents: Bwelta Balentong 6, Isabuhay 2019 Semis @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. October 12, 2019. Filipino Conference Battles.",1LzOO-vrl_8
Apoc vs Invictus,Bwelta Balentong 6,"FlipTop Metro Manila presents: Bwelta Balentong 6, Isabuhay 2019 Semis @ TIU Theater, Mezzanine, Makati Central Square, Makati City, Metro Manila, Philippines. October 12, 2019. Filipino Conference Battles.",zNw57UA1MJc
Batas vs Range,Gubat 9,"FlipTop Metro Cebu presents: Gubat 9 @ CAP Center, Osmena Blvd., Metro Cebu, Cebu, Philippines. September 28, 2019. Filipino Conference Battles.",qgJVsJlVUp0
Tweng vs Asser,Gubat 9,"FlipTop Metro Cebu presents: Gubat 9 @ CAP Center, Osmena Blvd., Metro Cebu, Cebu, Philippines. September 28, 2019. Filipino Conference Battles.",GJ8rBdHR1qA
Fangs vs Marshall Bonifacio,Gubat 9,"FlipTop Metro Cebu presents: Gubat 9 @ CAP Center, Osmena Blvd., Metro Cebu, Cebu, Philippines. September 28, 2019. Filipino Conference Battles.",kI7oBrjC0CE
J-Blaque vs Martin,Gubat 9,"FlipTop Metro Cebu presents: Gubat 9 @ CAP Center, Osmena Blvd., Metro Cebu, Cebu, Philippines. September 28, 2019. Filipino Conference Battles.",na6OocUIys0
Chris Ace vs Pen Pluma,Gubat 9,"FlipTop Metro Cebu presents: Gubat 9 @ CAP Center, Osmena Blvd., Metro Cebu, Cebu, Philippines. September 28, 2019. Filipino Conference Battles.",oiN22Wyf_Uo
Doc Pau vs GL,Gubat 9,"FlipTop Metro Cebu presents: Gubat 9 @ CAP Center, Osmena Blvd., Metro Cebu, Cebu, Philippines. September 28, 2019. Filipino Conference Battles.",hHaNPvxp1Ws
GI vs LilStrocks,Gubat 9,"FlipTop Metro Cebu presents: Gubat 9 @ CAP Center, Osmena Blvd., Metro Cebu, Cebu, Philippines. September 28, 2019. Filipino Conference Battles.",iWC217Fns1Y
Cloud9 vs Jorer,Won Minutes (Cebu) 2,"FlipTop Metro Cebu presents: Won Minutes Cebu 2 @ Azul Tuslob Buwa, Gorordo Ave, Metro Cebu, Cebu, Philippines. September 27, 2019. Filipino Conference Battles.",zjOjzbno8jk
Makii vs Vampi,Won Minutes (Cebu) 2,"FlipTop Metro Cebu presents: Won Minutes Cebu 2 @ Azul Tuslob Buwa, Gorordo Ave, Metro Cebu, Cebu, Philippines. September 27, 2019. Filipino Conference Battles.",u7mYkxGWP4g
Arma vs Ares,Won Minutes (Cebu) 2,"FlipTop Metro Cebu presents: Won Minutes Cebu 2 @ Azul Tuslob Buwa, Gorordo Ave, Metro Cebu, Cebu, Philippines. September 27, 2019. Filipino Conference Battles.",f6nSIvEZLvY
GusTav vs Chung,Won Minutes (Cebu) 2,"FlipTop Metro Cebu presents: Won Minutes Cebu 2 @ Azul Tuslob Buwa, Gorordo Ave, Metro Cebu, Cebu, Philippines. September 27, 2019. Filipino Conference Battles.",HP_Vg8x2PMw
Climax vs Paktisoy,Won Minutes (Cebu) 2,"FlipTop Metro Cebu presents: Won Minutes Cebu 2 @ Azul Tuslob Buwa, Gorordo Ave, Metro Cebu, Cebu, Philippines. September 27, 2019. Filipino Conference Battles.",1ilAmoIxtaA
Castillo vs Parz,Won Minutes (Cebu) 2,"FlipTop Metro Cebu presents: Won Minutes Cebu 2 @ Azul Tuslob Buwa, Gorordo Ave, Metro Cebu, Cebu, Philippines. September 27, 2019. Filipino Conference Battles.",4E26bKTu7Fs
Barbarian vs Zinntax,Won Minutes (Cebu) 2,"FlipTop Metro Cebu presents: Won Minutes Cebu 2 @ Azul Tuslob Buwa, Gorordo Ave, Metro Cebu, Cebu, Philippines. September 27, 2019. Filipino Conference Battles.",L5KUQvOa-0Y
Acid vs CJ,Won Minutes (Cebu) 2,"FlipTop Metro Cebu presents: Won Minutes Cebu 2 @ Azul Tuslob Buwa, Gorordo Ave, Metro Cebu, Cebu, Philippines. September 27, 2019. Filipino Conference Battles.",N10ooYf54rs
Sak Maestro vs Lanzeta,Pakusganay 6,"FlipTop Metro Davao presents: Pakusganay 6 @ Venue Na May Garapal na Manager, Prime Square, Torres St., Poblacion District,  Metro Davao, Philippines. August 24, 2019. Filipino Conference Battles.",cRK8H17Vgq0
Kregga vs Jonas,Pakusganay 6,"FlipTop Metro Davao presents: Pakusganay 6 @ Venue Na May Garapal na Manager, Prime Square, Torres St., Poblacion District,  Metro Davao, Philippines. August 24, 2019. Filipino Conference Battles.",h0qgb-Qhpk8
Sayadd vs Fukuda,Pakusganay 6,"FlipTop Metro Davao presents: Pakusganay 6 @ Venue Na May Garapal na Manager, Prime Square, Torres St., Poblacion District,  Metro Davao, Philippines. August 24, 2019. Filipino Conference Battles.",dZubxmBbMco
Dosage vs Zend Luke,Pakusganay 6,"FlipTop Metro Davao presents: Pakusganay 6 @ Venue Na May Garapal na Manager, Prime Square, Torres St., Poblacion District,  Metro Davao, Philippines. August 24, 2019. Filipino Conference Battles.",ONTyTzN9b94
Dopee vs Gameboy,Pakusganay 6,"FlipTop Metro Davao presents: Pakusganay 6 @ Venue Na May Garapal na Manager, Prime Square, Torres St., Poblacion District,  Metro Davao, Philippines. August 24, 2019. Filipino Conference Battles.",FWogoAPtH44
Rudic vs Ran,Pakusganay 6,"FlipTop Metro Davao presents: Pakusganay 6 @ Venue Na May Garapal na Manager, Prime Square, Torres St., Poblacion District,  Metro Davao, Philippines. August 24, 2019. Filipino Conference Battles.",jJyu2XqBb0s
Maxford vs N-Flowinz,Pakusganay 6,"FlipTop Metro Davao presents: Pakusganay 6 @ Venue Na May Garapal na Manager, Prime Square, Torres St., Poblacion District,  Metro Davao, Philippines. August 24, 2019. Filipino Conference Battles.",qfTaZ_yXzg4
Plaridhel vs Placz,Won Minutes (Davao) 2,"FlipTop Metro Davao presents: Won Minutes Davao 2 @ Laysa's BBQ Grill, Bonifacio St., Poblacion District,  Metro Davao, Philippines. August 23, 2019. Filipino Conference Battles.",lStuw3Oe-w4
Mardszen vs Malupit,Won Minutes (Davao) 2,"FlipTop Metro Davao presents: Won Minutes Davao 2 @ Laysa's BBQ Grill, Bonifacio St., Poblacion District,  Metro Davao, Philippines. August 23, 2019. Filipino Conference Battles.",2fjm0a3xgBk
Classico vs Sael,Won Minutes (Davao) 2,"FlipTop Metro Davao presents: Won Minutes Davao 2 @ Laysa's BBQ Grill, Bonifacio St., Poblacion District,  Metro Davao, Philippines. August 23, 2019. Filipino Conference Battles.",zW-HOvPIiMw
Resiak vs Scars,Won Minutes (Davao) 2,"FlipTop Metro Davao presents: Won Minutes Davao 2 @ Laysa's BBQ Grill, Bonifacio St., Poblacion District,  Metro Davao, Philippines. August 23, 2019. Filipino Conference Battles.",NgBRka0yjbM
JR Zero vs Supremo,Won Minutes (Davao) 2,"FlipTop Metro Davao presents: Won Minutes Davao 2 @ Laysa's BBQ Grill, Bonifacio St., Poblacion District,  Metro Davao, Philippines. August 23, 2019. Filipino Conference Battles.",DF2fGUWGK_U
Batas vs Mhot,Unibersikulo 7,"FlipTop Metro Manila presents: Unibersikulo 7 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. August 10, 2019. Filipino Conference Battles.",HUeIBCaW7Yc
Sur Henyo vs J-King,Unibersikulo 7,"FlipTop Metro Manila presents: Unibersikulo 7 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. August 10, 2019. Filipino Conference Battles.",tOYVnJ-6aX8
Pistolero vs Emar Industriya,Unibersikulo 7,"FlipTop Metro Manila presents: Unibersikulo 7 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. August 10, 2019. Filipino Conference Battles.",44FVeCvuW90
Damsa vs Towpher,Unibersikulo 7,"FlipTop Metro Manila presents: Unibersikulo 7 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. August 10, 2019. Filipino Conference Battles.",-04s-hMjTgI
CripLi vs Numerhus,Unibersikulo 7,"FlipTop Metro Manila presents: Unibersikulo 7 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. August 10, 2019. Filipino Conference Battles.",qRzYDWZfJq0
Romano vs Papew,Unibersikulo 7,"FlipTop Metro Manila presents: Unibersikulo 7 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. August 10, 2019. Filipino Conference Battles.",ldm0YdF3ndA
YoungOne vs K-Ram,Unibersikulo 7,"FlipTop Metro Manila presents: Unibersikulo 7 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. August 10, 2019. Filipino Conference Battles.",ZS1yMD11X0Y
Numerhus vs LilWeng,Zoning 2019,"FlipTop Metro Manila presents: Zoning 2019, Isabuhay 2019 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. June 29, 2019. Filipino Conference Battles.",S5_uqVE8XlE
Plazma vs Invictus,Zoning 2019,"FlipTop Metro Manila presents: Zoning 2019, Isabuhay 2019 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. June 29, 2019. Filipino Conference Battles.",DXCdfjH-rN4
Lhipkram vs G-Clown,Zoning 2019,"FlipTop Metro Manila presents: Zoning 2019, Isabuhay 2019 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. June 29, 2019. Filipino Conference Battles.",jDJD3GO69Dk
Lanzeta vs Sixth Threat,Zoning 2019,"FlipTop Metro Manila presents: Zoning 2019, Isabuhay 2019 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. June 29, 2019. Filipino Conference Battles.",4yAuym4jGLU
Apekz vs Asser,Zoning 2019,"FlipTop Metro Manila presents: Zoning 2019, Isabuhay 2019 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. June 29, 2019. Filipino Conference Battles.",YOPtHwVWzn4
BLKD vs Poison13,Zoning 2019,"FlipTop Metro Manila presents: Zoning 2019, Isabuhay 2019 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. June 29, 2019. Filipino Conference Battles.",5uEyb6iA3Gw
Tipsy D vs Zaito,Zoning 2019,"FlipTop Metro Manila presents: Zoning 2019, Isabuhay 2019 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. June 29, 2019. Filipino Conference Battles.",p_0oRsNeIys
Batas vs Sak Maestro,Second Sight 7,"FlipTop Metro Manila presents: Second Sight 7, Isabuhay 2019 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. April 27, 2019. Filipino Conference Battles.",EfaNugB3A9o
Apekz vs Hazky,Second Sight 7,"FlipTop Metro Manila presents: Second Sight 7, Isabuhay 2019 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. April 27, 2019. Filipino Conference Battles.",IfSm2raxnFE
Sayadd vs Lanzeta,Second Sight 7,"FlipTop Metro Manila presents: Second Sight 7, Isabuhay 2019 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. April 27, 2019. Filipino Conference Battles.",6xpS4wcNePw
Goriong Talas vs G-Clown,Second Sight 7,"FlipTop Metro Manila presents: Second Sight 7, Isabuhay 2019 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. April 27, 2019. Filipino Conference Battles.",I3hUINbPVik
Duma vs Yuniko,Second Sight 7,"FlipTop Metro Manila presents: Second Sight 7, Isabuhay 2019 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. April 27, 2019. Filipino Conference Battles.",tqVRTBe5Iy4
Pistolero vs Luxuria,Second Sight 7,"FlipTop Metro Manila presents: Second Sight 7, Isabuhay 2019 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. April 27, 2019. Filipino Conference Battles.",Tx-PCGa-410
Doc Pau vs Flip,Second Sight 7,"FlipTop Metro Manila presents: Second Sight 7, Isabuhay 2019 @ TIU Theater, Makati Central Square, Makati City, Metro Manila, Philippines. April 27, 2019. Filipino Conference Battles.",yIHCe30XQWE
Shernan vs Range,Gubat 8,"FlipTop Visayas presents: Gubat 8, Isabuhay 2019 @ CAP Center, Osmena Blvd., Metro Cebu, Philippines. April 13, 2019. Filipino Conference Battles.",pWUhqtsJ5iE
BLKD vs Marshall Bonifacio,Gubat 8,"FlipTop Visayas presents: Gubat 8, Isabuhay 2019 @ CAP Center, Osmena Blvd., Metro Cebu, Philippines. April 13, 2019. Filipino Conference Battles.",pR4axEbcEbQ
Asser vs Jonas,Gubat 8,"FlipTop Visayas presents: Gubat 8, Isabuhay 2019 @ CAP Center, Osmena Blvd., Metro Cebu, Philippines. April 13, 2019. Filipino Conference Battles.",j5J-QMycLRQ
Lhipkram vs J-Blaque,Gubat 8,"FlipTop Visayas presents: Gubat 8, Isabuhay 2019 @ CAP Center, Osmena Blvd., Metro Cebu, Philippines. April 13, 2019. Filipino Conference Battles.",L-j0yW0rraU
J-King vs Martin,Gubat 8,"FlipTop Visayas presents: Gubat 8, Isabuhay 2019 @ CAP Center, Osmena Blvd., Metro Cebu, Philippines. April 13, 2019. Filipino Conference Battles.",CyETE05hTTg
Chris Ace vs GI,Gubat 8,"FlipTop Visayas presents: Gubat 8, Isabuhay 2019 @ CAP Center, Osmena Blvd., Metro Cebu, Philippines. April 13, 2019. Filipino Conference Battles.",Sg966fl5_V4
Pen Pluma vs GL,Gubat 8,"FlipTop Visayas presents: Gubat 8, Isabuhay 2019 @ CAP Center, Osmena Blvd., Metro Cebu, Philippines. April 13, 2019. Filipino Conference Battles.",GHPeRWceuic
Makii vs Aelekz,Won Minutes (Cebu),"FlipTop Visayas presents: Won Minutes Cebu @ Azul Tuslob Buwa, Gorordo Ave, Metro Cebu, Philippines. April 12, 2019. Filipino Conference Battles.",wVc8akiuzbM
LilStrocks vs Jorer,Won Minutes (Cebu),"FlipTop Visayas presents: Won Minutes Cebu @ Azul Tuslob Buwa, Gorordo Ave, Metro Cebu, Philippines. April 12, 2019. Filipino Conference Battles.",PI47hp869MM
Cloud9 vs Paktisoy,Won Minutes (Cebu),"FlipTop Visayas presents: Won Minutes Cebu @ Azul Tuslob Buwa, Gorordo Ave, Metro Cebu, Philippines. April 12, 2019. Filipino Conference Battles.",6JODJBIPTvo
Arma vs Renzaurus,Won Minutes (Cebu),"FlipTop Visayas presents: Won Minutes Cebu @ Azul Tuslob Buwa, Gorordo Ave, Metro Cebu, Philippines. April 12, 2019. Filipino Conference Battles.",nBT9r21aMlw
Climax vs Gustav,Won Minutes (Cebu),"FlipTop Visayas presents: Won Minutes Cebu @ Azul Tuslob Buwa, Gorordo Ave, Metro Cebu, Philippines. April 12, 2019. Filipino Conference Battles.",2ewn5ouwwpM
Castillo vs Jahmen J,Won Minutes (Cebu),"FlipTop Visayas presents: Won Minutes Cebu @ Azul Tuslob Buwa, Gorordo Ave, Metro Cebu, Philippines. April 12, 2019. Filipino Conference Battles.",L0yCLGci6o0
Ares vs Acid,Won Minutes (Cebu),"FlipTop Visayas presents: Won Minutes Cebu @ Azul Tuslob Buwa, Gorordo Ave, Metro Cebu, Philippines. April 12, 2019. Filipino Conference Battles.",JxSYhkGGvrM
Sinio vs Nikki,Pakusganay 5,"FlipTop Mindanao presents: Pakusganay 5, Isabuhay 2019 @ CAP Auditorium, Poblacion District, Metro Davao, Philippines. March 30, 2019. Filipino Conference Battles.",jOmCAf2nkng
Poison13 vs Dosage,Pakusganay 5,"FlipTop Mindanao presents: Pakusganay 5, Isabuhay 2019 @ CAP Auditorium, Poblacion District, Metro Davao, Philippines. March 30, 2019. Filipino Conference Battles.",1x2LTkW2768
